#multi:
,mass A,,mass B,,mass C,,
t,x,y,x,y,x,y,
5.728320E-1,2.928753E-2,2.209622E-2,3.900990E-2,3.958201E-2,5.717945E-2,4.726521E-2
5.896800E-1,2.900630E-2,2.201587E-2,3.886787E-2,3.941157E-2,5.717945E-2,4.660299E-2
6.065280E-1,2.848403E-2,2.209622E-2,3.883947E-2,3.926954E-2,5.732263E-2,4.576180E-2
6.233760E-1,2.832333E-2,2.213639E-2,3.906672E-2,3.912751E-2,5.777007E-2,4.456266E-2
6.402240E-1,2.828316E-2,2.213639E-2,3.926556E-2,3.853098E-2,5.819340E-2,4.314788E-2
6.570720E-1,2.820281E-2,2.197569E-2,3.940759E-2,3.807648E-2,5.863532E-2,4.166141E-2
6.739200E-1,2.792158E-2,2.189534E-2,3.946440E-2,3.793445E-2,5.871567E-2,4.055660E-2
6.907680E-1,2.760018E-2,2.205604E-2,3.954962E-2,3.750835E-2,5.887637E-2,3.892951E-2
7.076160E-1,2.739931E-2,2.217657E-2,3.983369E-2,3.702545E-2,5.907724E-2,3.710155E-2
7.244640E-1,2.731896E-2,2.221674E-2,4.006094E-2,3.659935E-2,5.921786E-2,3.513298E-2
7.413120E-1,2.711808E-2,2.217657E-2,4.011775E-2,3.597442E-2,5.925078E-2,3.375046E-2
7.581600E-1,2.695738E-2,2.225691E-2,4.020297E-2,3.569035E-2,5.930141E-2,3.228236E-2
7.750080E-1,2.687703E-2,2.225691E-2,4.025978E-2,3.532107E-2,5.914953E-2,3.111800E-2
7.918560E-1,2.655563E-2,2.225691E-2,4.037340E-2,3.509382E-2,5.899766E-2,3.025739E-2
8.087040E-1,2.643511E-2,2.225691E-2,4.034500E-2,3.486657E-2,5.869392E-2,2.909303E-2
8.255520E-1,2.631458E-2,2.225691E-2,4.048703E-2,3.446889E-2,5.859267E-2,2.813117E-2
8.424000E-1,2.619406E-2,2.229709E-2,4.074269E-2,3.409960E-2,5.859267E-2,2.706807E-2
